aurl,a,b,c,alpha,beta,gamma,density,enthalpy_formation_atom,spacegroup_relax,volume_cell,avg_en_dev,avg_mendeleev,p_fraction,group_std,num_unique_elements,num_constituent_atoms,egap
BCT/Al3F19Pb5_ICSD_80105,10.885444,10.885444,10.885444,96.471471,96.471471,140.76725,6.38727,-2.9206,87,768.446,1.5800,22.9630,0.6667,1.5933,3.0000,27.0000,5.0061
ORCC/Ca1H8K2N12O4_ICSD_34953,10.885442,10.885442,6.238985,90.0,90.0,119.16531,1.84391,-0.554815,68,645.548,1.4560,6.7407,0.5417,7.1002,5.0000,27.0000,4.1744
ORCF/Ba1F6Te1_ICSD_88416,10.896327,9.0231683,8.9865365,74.461012,52.922859,52.616128,4.54827,-2.83472,43,553.364,2.0600,20.2500,0.6800,5.2644,3.0000,8.0000,4.7892
FCC/Ge136_ICSD_245948,10.900195,10.900195,10.900195,60.0,60.0,60.0,4.47525,0.0247704,227,915.773,0.0000,32.0000,0.5000,0.0000,1.0000,1.0000,0.6677
HEX/B3Ba3F5O9Sr4_ICSD_164632,10.899341,10.899342,7.1031528,90.000698,90.001301,119.99943,4.69859,-3.17843,186,730.777,1.7340,18.8333,0.5714,6.4958,5.0000,24.0000,4.3684
TRI/Na2O9Te4_ICSD_75338,10.900906,7.0052361,7.495868,70.739761,69.005252,75.668723,4.66098,-1.25718,2,499.036,1.6733,20.1333,0.6500,5.2780,3.0000,15.0000,3.0894
RHL/O2Si1_ICSD_170514,10.903279,10.903278,10.903219,43.33007,43.329969,43.324709,2.16291,-2.53527,167,553.546,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,4.0431
TET/Cl2_ICSD_22406,10.905077,10.905077,8.7203411,90.0,90.0,90.0,0.908304,-0.0125154,138,1037.03,0.0000,17.0000,0.7143,0.0000,1.0000,1.0000,2.4780
MCL/C2F6N4O6S8_ICSD_72782,10.904634,10.269373,8.8136806,102.23447,90.0,90.0,1.88168,-0.655805,14,964.573,0.7440,10.3846,0.6623,0.8623,5.0000,13.0000,1.2429
MCL/As1C1F5N2O1S2_ICSD_16422,10.906497,8.3009239,9.4520312,68.719182,90.0,90.0,2.41617,-1.09471,14,797.38,0.8087,11.5000,0.6667,1.0445,6.0000,12.0000,2.8337
MCLC/Ge4S10Tl4_ICSD_640,10.910267,10.910267,9.0193478,79.111246,79.111246,90.082706,4.58562,-0.402383,15,1034.53,0.6400,34.0000,0.5909,1.3642,3.0000,9.0000,2.0507
BCT/As3Mg4Na1O12_ICSD_59888,10.913205,10.913205,10.913205,143.09747,143.09747,53.179057,3.82927,-2.02174,122,465.705,1.4000,12.7000,0.5938,6.2332,4.0000,20.0000,3.1902
HEX/Ca7F3K1O12Si3_ICSD_380452,10.916248,10.916248,6.7068807,90.0,90.0,120.0,3.13278,-3.14564,159,692.146,1.7520,12.4615,0.5750,6.6165,5.0000,26.0000,4.7124
MCL/O7Si2Y2_ICSD_164147,10.936647,4.7549469,5.6487378,83.864372,90.0,90.0,3.93407,-3.23793,14,292.07,1.4800,14.7273,0.5714,5.1399,3.0000,11.0000,4.9290
TRI/As1C3H6N1_ICSD_170721,10.947446,6.2734241,8.0281328,98.04817,108.05562,90.682384,0.839707,0.0139407,2,518.146,0.4883,5.8182,0.4286,7.0065,4.0000,11.0000,4.3658
MCLC/Mo6O24Rb8Zr1_ICSD_165116,10.949865,10.949865,8.1065089,81.593936,81.593936,124.14505,3.76897,-1.75275,12,764.229,1.4483,20.0000,0.5000,6.4864,4.0000,39.0000,3.7602
BCT/Al3F19Pb5_ICSD_96597,10.954841,10.954841,10.954841,96.478854,96.478854,140.74405,6.264,-2.90799,140,783.568,1.5800,22.9630,0.6667,1.5933,3.0000,27.0000,4.8074
MCL/I4Mg2O12_ICSD_415820,10.962701,5.328384,11.105836,90.0,59.944259,90.0,4.42546,-0.951184,4,561.501,1.4200,18.4444,0.6538,4.7697,3.0000,9.0000,3.4681
CUB/Mg2Mo3O12Tl2_ICSD_250400,10.973415,10.973415,10.973415,90.0,90.0,90.0,4.71085,-1.58616,198,1321.37,1.1550,21.4737,0.5000,5.2410,4.0000,19.0000,3.8357
BCC/Al2Ba3O12Si3_ICSD_27386,10.973819,10.973819,10.973819,109.47122,109.47122,109.47122,4.84596,-2.753,230,1017.31,1.3233,16.6000,0.5833,4.9852,4.0000,20.0000,3.2937
BCC/Cd3Ge3O12Sc2_ICSD_20216,10.975009,10.975009,10.975009,109.47122,109.47122,109.47122,5.46251,-1.84297,230,1017.64,1.0933,18.9000,0.4286,3.9815,4.0000,20.0000,2.2930
MCL/C2Cs2H4O6_ICSD_39365,10.976708,6.3388344,6.2627312,69.839626,90.0,90.0,3.16521,-1.3415,14,409.06,1.3833,12.4286,0.5600,7.7828,4.0000,7.0000,3.4048
BCT/O2Si1_ICSD_170498,10.985156,10.985156,10.985156,99.808611,99.808611,131.24535,1.75837,-2.81177,140,907.863,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.4329
MCLC/Al2I12Sb2_ICSD_38253,10.985925,10.985925,8.0902274,69.931557,69.931557,78.795282,3.52217,-0.546457,12,858.194,0.7000,47.7500,0.6800,1.4880,3.0000,8.0000,2.2566
BCT/Be1H4O4Sr1_ICSD_180022,10.987685,10.987685,10.987685,127.56752,127.56752,77.326681,2.70535,-1.79553,142,808.553,1.3500,7.8000,0.5000,7.5836,4.0000,10.0000,4.1604
BCC/Ca3Ge3O12Sc2_ICSD_20215,10.99471,10.99471,10.99471,109.47122,109.47122,109.47122,4.0245,-2.57773,230,1023.13,1.3283,14.7000,0.5625,5.9125,4.0000,20.0000,3.4351
TET/Bi4Cl14Se4_ICSD_410910,10.998196,10.998196,10.548099,90.0,90.0,90.0,4.2899,-0.767498,85,1275.9,0.7600,32.0909,0.6901,0.8202,3.0000,11.0000,1.3464
BCC/Al2Ca3H12O12_ICSD_66274,10.998067,10.998067,10.998067,109.47122,109.47122,109.47122,2.45362,-1.81428,230,1024.06,1.3183,6.6897,0.5208,7.3520,4.0000,29.0000,4.1429
HEX/S6_ICSD_20710,10.998746,10.998746,5.3558118,90.0,90.0,120.0,1.70782,0.123691,143,561.103,0.0000,16.0000,0.6667,0.0000,1.0000,1.0000,1.4005
MCL/H5K1O8P2_ICSD_23097,11.006222,7.9121334,9.6704272,65.255358,90.0,90.0,2.03294,-1.7251,14,764.805,1.3117,7.3750,0.5938,7.4072,4.0000,16.0000,5.6103
MCL/C1Cl1N5S3_ICSD_62270,11.006991,5.0351762,14.322404,85.230309,90.0,90.0,1.79422,0.506243,14,791.029,0.3817,10.6000,0.6296,0.8433,4.0000,10.0000,2.2898
FCC/Al4La17N33Si9_ICSD_416358,11.007167,11.007167,11.007167,60.0,60.0,60.0,5.60729,-1.23605,216,943,1.0183,21.8730,0.4583,5.2329,4.0000,63.0000,1.4084
MCLC/Ge2K2S5_ICSD_411027,11.012354,11.012354,8.9144868,80.487375,80.487375,90.218882,2.42475,-0.768021,15,1051.01,1.1733,20.2222,0.6000,6.4183,3.0000,9.0000,2.3015
CUB/C12N6_ICSD_30814,11.016561,11.016561,11.016561,90.0,90.0,90.0,1.13353,0.487193,205,1337.02,0.4900,6.3333,0.5385,0.5774,2.0000,3.0000,3.1072
RHL/F12Hf3O1Rb2_ICSD_95847,11.017189,11.01722,11.017189,41.264167,41.26422,41.264167,6.0074,-3.65641,166,525.403,1.9367,22.5556,0.6154,6.5619,4.0000,18.0000,6.2638
MCL/Cs1O7P2Y1_ICSD_74599,11.032005,8.0413229,8.8974815,75.681043,90.0,90.0,3.4371,-2.73609,14,764.792,1.4867,16.3636,0.6071,5.6052,4.0000,11.0000,5.1259
TRI/O7Si2Y2_ICSD_28212,11.035608,5.2329884,4.6167326,89.818223,65.659125,88.201674,4.73278,-2.86786,2,242.78,1.4800,14.7273,0.5714,5.1399,3.0000,11.0000,3.6232
MCLC/C6Cl2F14Te1_ICSD_410893,11.042479,11.042479,8.4401568,75.651043,75.651043,50.927673,2.3193,-1.30259,15,768.301,1.0417,10.7826,0.6761,1.3366,4.0000,23.0000,3.3239
MCLC/Hg3I2Se2_ICSD_99093,11.044762,11.044762,11.313602,66.840402,66.840402,52.721743,6.82246,-0.265069,12,986.715,0.4400,59.1429,0.2903,2.4398,3.0000,7.0000,1.0811
MCLC/Br12Si6_ICSD_421152,11.046804,11.046804,15.233889,72.597697,72.597697,57.626796,2.53699,-0.694403,15,1475.79,1.0600,28.0000,0.6667,1.7321,2.0000,3.0000,2.4027
ORC/As3Sr4_ICSD_402110,11.047295,12.286607,12.936029,90.0,90.0,90.0,4.35214,-1.1344,55,1755.86,1.2300,35.8571,0.3913,6.9488,2.0000,7.0000,0.5868
MCL/F14H18N6Zr2_ICSD_66257,11.049485,5.6985608,11.056551,83.982565,90.0,90.0,2.64112,-1.57251,4,692.353,1.4650,6.6500,0.5714,7.8020,4.0000,20.0000,5.5959
TRI/O1S2Sb2_ICSD_189835,11.054389,8.401396,6.060629,67.149047,75.610965,68.789009,4.48086,-0.712847,2,479.714,0.9267,28.4000,0.6429,0.5477,3.0000,5.0000,1.2316
TRI/Mn2O7V2_ICSD_81993,11.059647,8.1081076,7.0015122,96.516367,108.46136,86.975543,3.63499,-1.38243,2,591.593,1.2600,13.8182,0.4242,5.0847,3.0000,11.0000,1.5150
TRI/B18Hg2Rb4Se18_ICSD_410758,11.061491,11.413693,10.096468,89.602385,117.46608,103.25062,3.58152,-0.439824,2,1093.69,0.8717,24.0476,0.4737,4.3001,4.0000,21.0000,1.8729
CUB/Ga1K1O14Te6_ICSD_280793,11.063999,11.063999,11.063999,90.0,90.0,90.0,5.38696,-1.20392,205,1354.37,1.3583,21.5455,0.6532,3.2313,4.0000,22.0000,2.9770
MCL/O6P2Sr1_ICSD_280041,11.069646,4.5578975,10.523356,88.462943,90.0,90.0,3.07311,-2.56378,14,530.758,1.6600,12.8889,0.6250,4.6037,3.0000,9.0000,5.4245
MCL/F14Sb4_ICSD_35709,11.071317,4.9376901,11.050759,84.762575,90.0,90.0,4.15684,-2.41402,11,601.587,1.9300,18.3333,0.6949,0.8819,2.0000,9.0000,3.8388
ORCC/K1Tl1_ICSD_262067,11.072045,11.072045,8.1563419,90.0,90.0,91.016822,4.85278,-0.122107,64,999.73,0.8000,50.0000,0.2500,8.4853,2.0000,2.0000,0.0627
TRI/C1Cs2I18Zr7_ICSD_72606,11.070676,11.871566,11.07199,62.19406,119.99739,117.81107,5.00572,-1.07573,148,1061.74,1.1383,48.2143,0.5750,6.4893,4.0000,28.0000,0.1258
MCL/O7P2Rb1Y1_ICSD_72468,11.072882,7.8568679,8.8012158,74.428791,90.0,90.0,3.13668,-2.72848,14,737.587,1.4717,14.7273,0.6071,5.6052,4.0000,11.0000,5.0350
HEX/Ba4I6O1_ICSD_280584,11.072676,11.072676,8.6169016,90.0,90.0,119.99917,4.81589,-2.00602,186,914.936,1.7000,50.0000,0.6071,7.5015,3.0000,11.0000,3.9836
BCT/C2K2_ICSD_89528,11.076251,11.076251,11.076251,131.10019,131.10019,71.653952,1.79861,0.418495,142,754.973,1.7300,12.5000,0.4000,9.1924,2.0000,2.0000,2.7211
MCL/K1O7P2Y1_ICSD_160190,11.075987,7.6973183,8.7106444,73.092156,90.001008,89.998745,2.82267,-2.72318,14,710.528,1.4717,13.0909,0.6071,5.6052,4.0000,11.0000,5.0646
RHL/Ge1I2Y2_ICSD_249477,11.077045,11.077082,11.07705,22.045659,22.04569,22.045584,4.98738,-1.25098,166,167.876,0.9600,43.2000,0.5000,7.2250,3.0000,5.0000,0.1642
HEX/Ge4I4S6_ICSD_24371,11.078136,11.077943,9.8462445,89.995425,90.000697,120.0084,3.1432,-0.316542,147,1046.38,0.4333,31.1429,0.6500,1.2536,3.0000,7.0000,2.1739
HEX/B6Br1Cs3H12Se4_ICSD_69973,11.077594,11.077681,8.9627251,90.0,90.0,119.99974,3.03835,-0.442086,186,952.503,0.9700,14.5385,0.4219,6.8631,5.0000,26.0000,4.5047
MCL/P4S6_ICSD_423037,11.086192,7.0443927,7.5070452,89.020669,90.0,90.0,1.79178,-0.19076,11,586.181,0.3900,15.6000,0.6429,0.5477,2.0000,5.0000,2.3095
TRI/I6O18Tl4_ICSD_247060,11.087776,7.2618082,7.2380474,72.439442,68.590765,81.13277,6.00027,-0.507172,2,516.653,1.2133,28.0714,0.6543,1.2514,3.0000,14.0000,1.9344
RHL/F12O1Rb2Zr3_ICSD_95848,11.08844,11.088444,11.08844,41.530817,41.530859,41.530817,4.22208,-3.55164,166,541.633,1.9317,17.2222,0.6154,6.5619,4.0000,18.0000,5.3234
MCL/C2K2O6_ICSD_412335,11.08926,7.3375636,8.5413436,68.45792,90.0,90.0,2.03663,-1.47166,14,646.447,1.7467,9.8000,0.6087,6.5422,3.0000,5.0000,4.1805
HEX/Al3O27P9_ICSD_409479,11.089071,11.089071,9.32346,90.000029,89.999971,120.00043,2.64813,-2.3825,165,992.879,1.2200,10.0000,0.6389,0.8771,3.0000,13.0000,5.5174
HEX/Ge6Na4O15Sr1_ICSD_6323,11.09277,11.092774,6.0064228,90.0,90.0,120.00105,4.4369,-1.86043,176,640.062,1.4317,15.1538,0.6000,5.7811,4.0000,26.0000,2.6550
MCL/P11Rb3_ICSD_647982,11.096015,11.035877,14.500608,90.0,90.0,90.0,2.23361,-0.391915,60,1775.66,1.3700,19.7143,0.5690,5.9614,2.0000,14.0000,1.9336
MCL/H3K1O6P2_ICSD_236184,11.096892,7.2049317,8.963123,82.49736,90.076792,89.984548,1.87037,-1.25319,2,710.487,1.3117,8.3333,0.6000,7.2718,4.0000,12.0000,1.8400
TRI/K4O12W3Zn1_ICSD_200518,11.101085,10.001633,8.0341705,74.162407,62.580131,73.35889,4.28512,-1.78396,2,748.145,1.4283,21.2000,0.4528,6.3834,4.0000,20.0000,4.4886
TET/Cl6Hf1Se4_ICSD_401591,11.102028,11.102028,11.27886,90.0,90.0,90.0,3.37822,-0.975466,138,1390.18,1.2400,28.1818,0.6571,3.8305,3.0000,11.0000,1.3116
TRI/K4O3Zn1_ICSD_62656,11.107107,6.9911928,8.9682696,109.54691,102.59411,89.389529,2.80414,-1.22279,2,639.007,1.7467,16.2500,0.3529,7.5970,3.0000,8.0000,1.8656
TET/K2O12Sr1V4_ICSD_250103,11.108611,11.108611,5.4244524,90.0,90.0,90.0,2.7862,-1.91371,125,669.384,1.4233,13.8947,0.5000,6.3352,4.0000,19.0000,3.0231
ORCC/C1I14Zr6_ICSD_60915,11.122312,11.122312,13.150993,90.0,90.0,91.623812,4.77064,-1.00134,64,1626.2,0.8867,47.0476,0.5714,5.9606,3.0000,21.0000,0.7956
TET/Cl6Se4Zr1_ICSD_401590,11.129578,11.129578,11.285565,90.0,90.0,90.0,2.94486,-0.945921,138,1397.91,1.2200,25.2727,0.6571,3.8305,3.0000,11.0000,1.3488
MCLC/C4H16N9O16Y1_ICSD_92362,11.13331,11.13331,6.5633585,85.188067,85.188067,142.54152,1.86057,-0.764581,8,477.597,1.0560,5.8696,0.5625,7.0067,5.0000,46.0000,1.8766
MCL/Ba1K2O12S12_ICSD_2890,11.140411,9.4051719,11.914196,67.743499,90.0,90.0,2.27734,-1.21117,13,1155.34,1.5917,14.1481,0.6486,4.6998,4.0000,27.0000,2.7359
ORCC/Ca3Ga4O9_ICSD_100356,11.141791,11.141791,5.3607588,90.0,90.0,99.01532,4.11698,-2.28,35,657.261,1.6267,16.0000,0.5556,5.4268,3.0000,16.0000,2.6967
MCLC/B4Ba5F2O10_ICSD_73905,11.142103,11.142103,8.7414873,84.903491,84.903491,37.680256,4.66607,-2.9294,15,660.42,1.7783,18.9524,0.5625,5.9718,4.0000,21.0000,4.5061
RHL/F12O1Tl2Zr3_ICSD_48003,11.145528,11.145528,11.145528,41.328345,41.328345,41.328345,5.6406,-3.30351,166,545.435,1.6283,22.1111,0.6111,4.9229,4.0000,18.0000,4.2544
MCL/H10N4O4S1_ICSD_24103,11.154391,5.2340498,11.118002,78.29665,90.0,90.0,1.69463,-0.585122,14,635.604,0.6967,4.5263,0.5333,7.4751,4.0000,19.0000,5.1290
ORC/As11Rb3_ICSD_412872,11.156396,11.579028,15.524335,90.0,90.0,90.0,3.57883,-0.284165,60,2005.44,1.3600,33.8571,0.5690,5.9614,2.0000,14.0000,1.4803
TET/La5Li5N12Si4_ICSD_421528,11.15392,11.15392,5.6382396,90.0,90.0,90.0,4.78028,-1.11726,117,701.453,1.1633,16.9231,0.4583,6.3667,4.0000,26.0000,2.3257
MCL/Ba1C2H4O6_ICSD_162707,11.159871,7.1967338,7.5697394,74.924135,90.0,90.0,2.95745,-1.47356,14,587.036,1.3333,9.2308,0.5600,7.2801,4.0000,13.0000,3.4153
RHL/As6Bi1C8H24N2Rb1S12_ICSD_110736,11.167154,11.167412,11.16732,53.525346,53.525881,53.525725,2.53774,-0.207192,148,835.584,0.7762,11.0370,0.5230,7.1415,7.0000,54.0000,1.8648
TRI/F19Li3Zr4_ICSD_80399,11.174955,5.5343673,12.978349,87.553134,108.81298,105.86013,3.39717,-3.54373,2,729.948,2.0000,13.0769,0.6250,6.5096,3.0000,26.0000,5.5227
HEX/Al1Cs6K3Sb4_ICSD_300152,11.176429,11.17644,11.716439,90.0,90.0,119.99997,3.74361,-0.512398,194,1267.46,0.7617,43.1429,0.4062,6.7807,4.0000,14.0000,0.6532
ORCC/Ca1H8N12O4Rb2_ICSD_62307,11.1792,11.1792,6.3476833,90.0,90.0,120.28456,2.18722,-0.55274,68,685.038,1.4560,8.0741,0.5417,7.1002,5.0000,27.0000,4.2776
MCL/C2H6N4O1_ICSD_414279,11.192653,4.2728084,11.131054,83.101681,90.0,90.0,1.28318,-0.359042,14,528.479,0.7017,4.1538,0.5000,7.2067,4.0000,13.0000,4.6273
MCL/C2Cs2O4_ICSD_165560,11.197893,6.7322143,8.7473056,83.123974,90.0,90.0,3.58981,-1.5753,14,654.687,1.7667,19.2500,0.5882,7.2284,3.0000,4.0000,4.1434
RHL/I1N1Zr1_ICSD_51772,11.199973,11.199973,11.199973,19.307036,19.307036,19.307036,5.74192,-1.35503,166,134.263,1.1400,33.3333,0.5000,7.0000,3.0000,3.0000,0.7353
CUB/P2Pb3S8_ICSD_647907,11.201503,11.201503,11.201503,90.0,90.0,90.0,4.44243,-0.448146,198,1405.49,0.2600,31.0769,0.6286,0.8697,3.0000,13.0000,2.2359
MCL/K1N3O4_ICSD_280601,11.204955,7.5169613,7.0479341,85.163751,90.0,90.0,1.62952,-0.400837,14,591.514,1.7467,9.0000,0.6250,5.1755,3.0000,8.0000,2.7097
CUB/C60Sr3_ICSD_75354,11.205788,11.205788,11.205788,90.0,90.0,90.0,2.32132,0.261432,200,1407.11,1.6000,7.5238,0.4878,2.6186,2.0000,21.0000,0.3097
MCL/F7Sb1Xe1_ICSD_411868,11.207852,5.7288039,11.50151,85.597292,90.0,90.0,3.48243,-1.73861,14,736.305,1.2867,18.6667,0.7097,0.7817,3.0000,9.0000,2.7731
TET/O2Si1_ICSD_170503,11.213854,11.213854,4.9637626,90.0,90.0,90.0,2.55746,-1.73504,126,624.196,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,0.2976
ORC/Cl6Se4Zr1_ICSD_412285,11.216045,11.131132,11.201887,90.0,90.0,90.0,2.94358,-0.946227,56,1398.53,1.2200,25.2727,0.6571,3.8305,3.0000,11.0000,1.3158
MCLC/Bi2O16Te2W3_ICSD_82641,11.217904,11.217904,13.115196,57.211182,57.211182,29.125536,7.38595,-1.39723,15,665.795,0.7533,26.9565,0.5735,3.4210,4.0000,23.0000,2.9873
MCL/Mo1Na1O5Sb1_ICSD_413147,11.218764,5.7444072,8.6821549,77.25089,90.0,90.0,3.90302,-1.51852,14,545.728,1.2733,18.0000,0.5476,5.8737,4.0000,8.0000,3.2680
BCC/Ca3Ge3O12Y2_ICSD_280048,11.225487,11.225487,11.225487,109.47122,109.47122,109.47122,4.31753,-2.6704,230,1088.91,1.3517,16.5000,0.5625,5.9125,4.0000,20.0000,3.2159
MCLC/Ge2Rb2S5_ICSD_411028,11.23167,11.23167,9.2615606,80.738175,80.738175,90.049101,2.78154,-0.77951,15,1137.66,1.1733,24.2222,0.6000,6.4183,3.0000,9.0000,2.3646
ORC/Al1I8P1_ICSD_35403,11.234959,11.484959,16.432248,90.0,90.0,89.999743,3.36193,-0.353832,33,2120.3,0.7000,45.2000,0.6875,1.3499,3.0000,10.0000,1.4697
MCL/C3H8S2_ICSD_151286,11.23551,7.3453439,8.2300554,70.27057,90.0,90.0,1.12426,-0.124869,14,639.344,0.2533,4.4615,0.4375,7.0165,3.0000,13.0000,3.9683
ORC/Cs2O5Te2_ICSD_59166,11.238509,12.292171,12.246144,90.0,90.000028,90.000001,4.71936,-1.38142,61,1691.75,1.7667,28.2222,0.6364,6.6144,3.0000,9.0000,2.6589
MCL/F1H3K1O3P1_ICSD_9151,11.238774,6.5549764,6.7938493,72.910921,90.0,90.0,1.94504,-1.69264,14,478.405,1.5140,7.7778,0.5882,7.9215,5.0000,9.0000,6.5423
BCC/Be3Ca3F2Li2O12Si3_ICSD_39389,11.256877,11.256877,11.256877,109.47122,109.47122,109.47122,2.87568,-2.99163,199,1098.07,1.5100,9.3600,0.5714,6.7176,6.0000,25.0000,5.7353
TET/O12Rb2Sr1V4_ICSD_250104,11.259897,11.259897,5.5895224,90.0,90.0,90.0,3.06635,-1.90864,125,708.669,1.4233,15.7895,0.5000,6.3352,4.0000,19.0000,2.8086
MCLC/H10O8S2Sr1_ICSD_59816,11.269416,11.269416,10.718981,74.879851,74.879851,42.234275,2.19117,-1.24766,15,878.522,1.3083,6.8571,0.5556,7.6329,4.0000,21.0000,4.2156
ORCC/O12Si6_ICSD_162441,11.274625,11.274625,5.0964481,90.0,90.0,102.9762,1.89651,-2.81269,36,631.302,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.6970
BCT/Br3Li7O2_ICSD_67264,11.279097,11.279097,11.279097,159.67978,159.67978,28.891894,3.07524,-1.69035,139,172.952,1.6400,11.8333,0.5750,8.0397,3.0000,12.0000,4.2278
MCLC/Cu2O14Sr9Zn4_ICSD_69631,11.283217,11.283217,11.372784,81.403065,81.403065,18.434849,5.14105,-2.02881,12,452.577,1.2867,21.7931,0.3256,6.2144,4.0000,29.0000,2.3300
ORCC/Al1Ba3Sb3_ICSD_32728,11.300172,11.300172,14.266503,90.0,90.0,142.42781,4.80882,-1.01471,64,1110.83,0.7733,47.7143,0.4167,6.7188,3.0000,7.0000,0.4714
MCLC/Cl2N2S2Te1_ICSD_170631,11.302618,11.302755,7.8390147,83.777296,83.779531,49.993005,2.53488,0.03801,15,761.565,0.6067,18.8571,0.6667,0.8165,4.0000,7.0000,2.0113
MCL/Cl2Cs2H6O6Te1_ICSD_68299,11.299395,6.4656537,7.9944894,72.348728,90.0,90.0,3.37954,-1.23204,14,556.563,1.2720,14.7059,0.5938,7.8380,5.0000,17.0000,3.3069
MCL/Br3C3H9N1P1_ICSD_240231,11.302755,6.6347337,16.191964,79.246205,90.0,90.0,1.8363,-0.231958,14,1192.92,0.4920,9.0588,0.5192,7.4543,5.0000,17.0000,2.6536
MCLC/Li1Mo2O8Sb1_ICSD_80595,11.31219,11.31219,5.6418435,79.86247,79.86247,25.665478,4.84375,-1.40761,15,307.556,1.2483,16.8333,0.5303,5.3767,4.0000,12.0000,1.8311
FCC/Br6Cs2Te1_ICSD_24151,11.318377,11.318377,11.318377,90.0,90.0,90.0,3.99842,-1.14205,225,1449.95,1.4467,41.3333,0.6800,7.0000,3.0000,9.0000,2.1599
MCLC/Ba3Bi2O16P4_ICSD_61061,11.32202,11.32202,8.8723513,71.846614,71.846614,46.123048,5.20874,-2.47529,15,771.388,1.3033,20.8800,0.6212,4.5727,4.0000,25.0000,3.8162
MCL/Al2Br7K1_ICSD_2592,11.326577,11.066387,12.631071,77.061714,90.0,90.0,2.80828,-1.33101,14,1543.04,1.4267,29.0000,0.6607,5.0596,3.0000,10.0000,4.1091
RHL/Li4Mo3O8_ICSD_84602,11.33081,11.33081,11.33079,29.727817,29.727817,29.726784,4.65127,-1.48109,166,316.722,1.6400,13.4667,0.4571,6.8661,3.0000,15.0000,1.4090
HEX/Ba1H16N4O18P6_ICSD_240709,11.334111,11.334111,9.1147236,89.998842,89.998842,119.99974,2.23795,-1.52019,159,1014.03,1.1900,7.4222,0.5795,7.1624,5.0000,45.0000,5.1120
BCT/Nb9O25P1_ICSD_18163,11.339713,11.339713,11.339713,91.649449,91.649449,160.46396,4.37861,-2.67241,82,480.54,1.2267,16.6857,0.5150,4.8637,3.0000,35.0000,2.2087
MCL/Cl2I1K1_ICSD_2637,11.340647,8.7252434,12.505208,71.893314,90.0,90.0,2.67591,-1.11823,14,1176.11,1.5600,26.5000,0.6818,8.0000,3.0000,4.0000,2.3549
MCLC/Ge4Se10Tl4_ICSD_26415,11.346058,11.346058,9.2726423,78.257034,78.257034,89.73253,5.51119,-0.354085,15,1143.41,0.6200,44.0000,0.5909,1.3642,3.0000,9.0000,1.4272
MCLC/Rb4Te16Zr3_ICSD_280298,11.34847,11.34847,15.674572,83.371036,83.371036,115.27174,4.95055,-0.720931,15,1782.54,0.8533,47.8261,0.5714,6.5063,3.0000,23.0000,1.0211
MCLC/Fe2O5Ti1_ICSD_83741,11.358265,11.238576,3.8328516,80.181822,80.28629,51.819774,4.21344,-0.940186,12,377.696,1.2667,14.2500,0.4000,4.9857,3.0000,8.0000,1.2790
MCLC/Na2Se3Te1_ICSD_63011,11.362507,11.362507,12.144291,60.184549,60.184549,30.828141,3.9605,-0.636002,15,688.383,1.0800,29.3333,0.6154,7.7460,3.0000,6.0000,1.1781
MCL/H9K1O5_ICSD_36598,11.370263,7.1381262,7.1559468,80.553816,90.0,90.0,1.4859,-1.13064,14,572.918,1.7467,4.5333,0.5000,7.3193,3.0000,15.0000,4.7077
FCC/C4F12Ge4S6_ICSD_62223,11.371075,11.371075,11.371075,60.0,60.0,60.0,2.42374,-1.08024,227,1039.66,0.9900,13.6923,0.6579,1.3445,4.0000,13.0000,3.3356
TRI/Na1O6Rb7Zn2_ICSD_62657,11.372049,9.5490467,7.164115,108.26657,92.398389,105.82273,4.00141,-1.18042,2,703.838,1.4300,23.6250,0.3529,7.3394,4.0000,16.0000,1.7175
TRI/Co4Na10O9_ICSD_10064,11.372762,8.4252636,8.6450043,59.913207,74.385403,70.657449,3.01788,-0.821324,2,670.872,1.6733,12.6087,0.3600,6.9689,3.0000,23.0000,1.5902
ORC/Ba4P3_ICSD_73206,11.373592,12.699437,13.495791,90.0,90.0,90.0,4.3768,-1.03986,55,1949.31,1.3000,38.4286,0.3913,6.9488,2.0000,7.0000,0.7444
HEX/Ba1Ca1O4Si1_ICSD_67092,11.375832,11.375978,7.2982429,90.0,90.0,119.99958,4.37688,-2.96625,186,817.942,1.4250,17.4286,0.5625,6.6762,4.0000,7.0000,4.3790
BCC/Ca12Li6N16O3W4_ICSD_83866,11.384982,11.384982,11.384982,109.47122,109.47122,109.47122,4.47329,-1.06967,220,1135.99,1.3920,16.8293,0.3947,6.5445,5.0000,41.0000,2.6632
BCT/Ba3In2O6_ICSD_39267,11.386092,11.386092,11.386092,158.54151,158.54151,30.529734,6.20426,-2.15338,139,197.422,1.7000,28.5455,0.5417,6.2972,3.0000,11.0000,0.9181
TRI/Al3Na7O8_ICSD_26405,11.400405,5.9105058,8.0167366,71.113527,69.362618,77.058208,2.58816,-2.18675,2,474.608,1.6733,10.0000,0.5469,7.1948,3.0000,18.0000,2.8136
MCL/O5Te2Tl2_ICSD_86782,11.405547,7.8170798,11.514612,58.076501,90.0,90.0,5.67092,-0.864378,14,871.349,1.2133,34.0000,0.6250,1.3229,3.0000,9.0000,2.2791
