a,b,c,alpha,beta,gamma,density,enthalpy_formation_atom,spacegroup_relax,volume_cell,avg_en_dev,avg_mendeleev,p_fraction,group_std,num_unique_elements,num_constituent_atoms,egap,cluster
10.51068,10.510692,7.4536395,90.0,90.0,120.00072,6.93084,-1.34526,176,713.112,0.7683,29.619,0.6316,0.9258,4.0,21.0,3.058,0
12.122277,12.122277,10.759029,90.0,90.0,120.0,2.22358,-0.685254,176,1369.22,0.678,17.5,0.6667,1.1952,5.0,8.0,2.1563,0
10.429354,10.429371,7.4323394,90.0,90.0,120.00021,6.86788,-1.83257,176,700.117,0.68,28.7619,0.6316,0.9258,4.0,21.0,2.3319,0
10.793069,10.793069,10.793069,109.47122,109.47122,109.47122,3.05745,-0.632256,206,967.861,0.87,20.4,0.375,7.1204,2.0,5.0,1.4442,0
12.032064,12.033023,12.031512,109.47679,109.46212,109.46291,8.17541,-0.618684,206,1341.15,0.96,34.0,0.359,1.9322,3.0,10.0,1.1426,0
10.444768,10.444768,10.444768,109.47122,109.47122,109.47122,2.04247,-0.70624,206,877.151,0.88,13.2,0.375,7.1204,2.0,5.0,1.6126,0
10.480566,10.480566,10.480566,89.795894,89.795894,89.795894,4.22603,-0.434303,155,1151.19,0.49,35.9412,0.5802,1.5219,2.0,17.0,1.3893,0
10.498668,10.498668,8.1194125,90.0,90.0,119.99948,3.60643,-0.936927,186,775.043,1.1733,33.2727,0.381,7.5015,3.0,11.0,1.5988,0
10.505072,10.505072,8.0371862,90.0,90.0,119.99955,3.2471,-1.01644,186,768.13,1.1533,30.0,0.381,7.5015,3.0,11.0,1.4114,0
10.879658,10.879658,8.3727988,90.0,90.0,119.99912,3.98253,-0.987938,186,858.293,1.1533,39.8182,0.381,7.5015,3.0,11.0,1.3496,0
10.53785,10.53785,10.53785,60.0,60.0,60.0,1.44623,0.372468,202,827.449,0.0,6.0,0.5,0.0,1.0,1.0,1.3537,0
11.861781,6.3551024,7.4017292,81.240337,90.0,90.0,2.20783,-0.906836,4,551.455,1.0333,21.0,0.6923,1.4142,3.0,8.0,2.2643,0
10.622795,5.3896616,5.6124772,86.736725,90.0,90.0,8.01448,-1.34561,4,320.812,0.9533,35.3333,0.6087,1.0541,3.0,9.0,2.2761,0
12.634709,9.2067385,9.735229,83.8947,90.0,90.0,3.50004,-0.994801,4,1126.02,0.6467,23.9091,0.5686,1.5289,3.0,22.0,2.7958,0
10.624936,7.4514827,8.1852692,73.435899,90.0,90.0,2.97365,-0.074401,4,621.147,0.4,21.6667,0.6471,0.5774,2.0,3.0,1.3229,0
10.53824,5.4096544,16.002967,96.204413,90.0,90.0,0.990158,0.427522,4,906.957,0.425,5.8333,0.525,7.2342,4.0,12.0,1.4902,0
12.196173,7.2479476,7.5482698,87.754707,90.0,90.0,3.53874,-0.708635,4,666.734,1.2533,19.0,0.6667,1.4142,3.0,4.0,1.6583,0
10.538722,10.538722,10.538722,129.69946,129.69946,73.887689,4.7648,-1.39666,140,675.862,1.5033,44.8889,0.4333,7.1024,4.0,9.0,1.016,0
10.561291,10.561291,10.561291,129.09499,129.09499,74.857781,4.88248,-1.37752,140,691.112,1.5033,46.8889,0.4333,7.1024,4.0,9.0,0.9377,0
14.430327,14.430327,14.430327,90.0,90.0,90.0,3.87071,-1.1112,218,3004.89,1.1733,41.1111,0.5625,7.7208,3.0,9.0,2.2187,0
12.838523,12.838523,12.838523,90.0,90.0,90.0,4.2578,-1.02458,218,2116.14,0.82,33.1111,0.4375,6.7536,3.0,9.0,1.1068,0
12.572966,12.572966,12.572966,90.0,90.0,90.0,3.65583,-0.997718,218,1987.53,0.8267,27.1111,0.4375,6.7536,3.0,9.0,1.0416,0
13.133181,13.133181,13.133181,90.0,90.0,90.0,4.11276,-1.00823,218,2265.22,0.8667,33.1111,0.4375,6.7536,3.0,9.0,1.0874,0
10.55243,10.55243,10.55243,90.0,90.0,90.0,5.1516,-0.183332,218,1175.05,0.6333,29.9259,0.5645,1.0834,3.0,27.0,1.409,0
13.219184,13.219184,13.219184,90.0,90.0,90.0,4.28895,-0.9545,218,2310.01,0.8667,35.1111,0.4375,6.7536,3.0,9.0,1.0113,0
13.710447,13.710447,13.710447,90.0,90.0,90.0,3.31929,-0.0820587,218,2577.24,1.11,34.5,0.4,9.1924,2.0,2.0,1.5714,0
12.845138,12.845138,12.845138,90.0,90.0,90.0,2.80021,-0.222311,218,2119.42,1.19,25.5,0.4,9.1924,2.0,2.0,0.9468,0
12.922394,12.922394,12.922394,90.0,90.0,90.0,4.44941,-0.986858,218,2157.89,0.82,35.1111,0.4375,6.7536,3.0,9.0,0.7536,0
13.317336,13.317336,13.317336,90.0,90.0,90.0,3.55601,-0.203695,218,2361.85,1.19,34.5,0.4,9.1924,2.0,2.0,1.0677,0
13.180369,13.180369,13.180369,90.0,90.0,90.0,2.63522,-0.0506611,218,2289.72,1.08,25.5,0.4,9.1924,2.0,2.0,1.3536,0
10.818159,10.818159,10.818159,90.0,90.0,90.0,5.7355,-0.0892116,218,1266.08,0.4333,35.2593,0.5645,1.0834,3.0,27.0,1.0124,0
13.488043,13.488043,13.488043,90.0,90.0,90.0,4.74829,-1.00052,218,2453.84,0.86,41.1111,0.4375,6.7536,3.0,9.0,0.9866,0
10.585661,10.585661,10.026335,90.0,90.0,105.18819,1.97857,0.0960364,63,1084.27,0.0,14.0,0.5,0.0,1.0,1.0,1.2955,0
10.608051,10.608051,10.608051,109.47122,109.47122,109.47122,4.96044,-1.13258,230,918.935,0.975,15.95,0.4463,3.7201,4.0,20.0,1.8991,0
10.6187,10.6187,7.5341299,90.0,90.0,120.0,5.41101,-0.582226,144,735.71,1.2133,22.4,0.6154,1.3038,3.0,5.0,2.8604,0
10.647451,10.647451,10.647451,129.7569,129.16511,74.270929,1.70617,0.382244,71,701.388,0.0,6.0,0.5,0.0,1.0,1.0,0.9463,0
10.679161,10.679161,10.782142,89.962889,89.962889,54.696396,7.04105,-0.293242,5,1003.51,0.5733,61.7143,0.2903,2.4398,4.0,7.0,1.2808,0
12.325327,12.325327,8.8661405,84.373944,84.373944,26.98131,7.54275,-1.30688,5,607.969,0.9467,31.027,0.5943,2.7221,3.0,37.0,2.6967,0
10.900195,10.900195,10.900195,60.0,60.0,60.0,4.47525,0.0247704,227,915.773,0.0,32.0,0.5,0.0,1.0,1.0,0.6677,0
11.62105,11.62105,11.62105,60.0,60.0,60.0,3.11281,-1.05513,227,1109.74,0.985,17.8462,0.6579,1.3445,4.0,13.0,2.4062,0
10.747321,10.747321,10.747321,60.0,60.0,60.0,3.35074,-0.829214,227,877.78,1.1267,25.0,0.6,4.8329,3.0,8.0,2.1547,0
10.778314,10.778314,10.778314,109.47122,109.47122,109.47122,3.66548,-1.53913,214,963.897,1.1067,33.4286,0.5625,7.7828,3.0,7.0,2.1567,0
12.894087,12.894087,12.894087,109.47122,109.47122,109.47122,4.21334,-1.42977,214,1650.25,1.3017,24.6667,0.5,6.8313,4.0,6.0,2.75,0
10.780011,10.780011,10.780011,114.25817,114.25817,114.25817,5.88602,-0.394094,160,746.305,0.2667,39.6429,0.6164,0.9172,3.0,28.0,1.5735,0
15.160125,15.161036,15.160657,118.74231,118.73654,118.73892,2.01312,-0.0260821,160,1010.52,0.32,20.5714,0.6706,0.378,3.0,28.0,2.1133,0
15.164899,15.164899,15.164899,118.84044,118.84044,118.84044,2.17577,-0.0516008,160,970.714,0.4067,21.2143,0.6706,0.378,3.0,28.0,2.3139,0
10.811497,10.811497,10.811497,109.47122,109.47122,109.47122,1.96553,0.109867,217,972.827,0.0,14.0,0.5,0.0,1.0,1.0,1.1937,0
12.526375,12.526375,12.526375,109.47122,109.47122,109.47122,1.97245,-0.333104,217,1513.05,0.6286,14.1333,0.6341,1.0601,7.0,15.0,3.313,0
17.121015,17.121015,17.121015,109.47122,109.47122,109.47122,0.824403,-1.46153,217,3863.37,1.59,12.6667,0.625,8.6603,2.0,3.0,6.6506,0
10.834678,10.690702,14.007486,90.0,90.0,90.0,1.87499,-0.385955,60,1622.49,1.37,15.8571,0.569,5.9614,2.0,14.0,1.9128,0
11.096015,11.035877,14.500608,90.0,90.0,90.0,2.23361,-0.391915,60,1775.66,1.37,19.7143,0.569,5.9614,2.0,14.0,1.9336,0
11.156396,11.579028,15.524335,90.0,90.0,90.0,3.57883,-0.284165,60,2005.44,1.36,33.8571,0.569,5.9614,2.0,14.0,1.4803,0
10.835048,15.607782,17.039076,90.0,90.0,90.0,3.40057,-0.522811,29,2881.5,1.1533,29.3636,0.6226,5.9498,3.0,11.0,1.3949,0
10.839323,10.839323,10.839323,90.0,90.0,90.0,3.57648,-1.38662,225,1273.52,1.58,32.6667,0.6667,6.9362,3.0,9.0,1.4364,0
11.318377,11.318377,11.318377,90.0,90.0,90.0,3.99842,-1.14205,225,1449.95,1.4467,41.3333,0.68,7.0,3.0,9.0,2.1599,0
10.880201,10.880201,10.880201,109.13041,109.13041,110.15501,6.24424,-1.37389,88,991.385,1.1667,20.8,0.4118,1.7889,3.0,5.0,1.3597,0
10.905077,10.905077,8.7203411,90.0,90.0,90.0,0.908304,-0.0125154,138,1037.03,0.0,17.0,0.7143,0.0,1.0,1.0,2.478,0
11.102028,11.102028,11.27886,90.0,90.0,90.0,3.37822,-0.975466,138,1390.18,1.24,28.1818,0.6571,3.8305,3.0,11.0,1.3116,0
11.129578,11.129578,11.285565,90.0,90.0,90.0,2.94486,-0.945921,138,1397.91,1.22,25.2727,0.6571,3.8305,3.0,11.0,1.3488,0
10.998196,10.998196,10.548099,90.0,90.0,90.0,4.2899,-0.767498,85,1275.9,0.76,32.0909,0.6901,0.8202,3.0,11.0,1.3464,0
12.572284,12.572284,8.6703279,90.0,90.0,90.0,6.6105,-1.06374,85,1370.45,0.74,48.6957,0.6462,1.4016,3.0,23.0,2.9192,0
10.998746,10.998746,5.3558118,90.0,90.0,120.0,1.70782,0.123691,143,561.103,0.0,16.0,0.6667,0.0,1.0,1.0,1.4005,0
12.797998,12.797998,12.797998,90.0,90.0,90.0,3.03753,-1.47237,205,2096.17,1.1267,20.8571,0.5625,5.113,3.0,7.0,3.6494,0
12.101633,12.101633,12.101633,90.0,90.0,90.0,2.93983,-0.665036,205,1772.28,0.95,34.4,0.6875,1.3416,2.0,5.0,2.9473,0
12.924662,12.924662,12.924662,90.0,90.0,90.0,3.29614,-0.381602,205,2159.02,0.76,45.2,0.6875,1.3416,2.0,5.0,2.8168,0
13.406631,13.406631,13.406631,90.0,90.0,90.0,3.78245,-0.887597,205,2409.68,1.36,56.8,0.625,5.8138,2.0,5.0,3.2442,0
11.442056,11.442056,11.442056,90.0,90.0,90.0,8.26428,-1.22363,205,1498.0,1.42,38.0,0.6429,0.5477,2.0,5.0,2.6055,0
13.354065,13.354065,13.354065,90.0,90.0,90.0,6.85805,-0.452184,205,2381.44,0.485,56.2222,0.3425,2.1843,4.0,18.0,1.0215,0
13.330197,13.330197,13.330197,90.0,90.0,90.0,6.65035,-0.433978,205,2368.7,0.64,54.4444,0.3425,2.1843,3.0,18.0,0.9702,0
12.494393,12.494393,12.494393,90.0,90.0,90.0,6.6758,-0.496062,205,1950.5,0.6067,45.2222,0.3425,2.1843,4.0,18.0,1.2819,0
12.829624,12.829624,12.829624,90.0,90.0,90.0,3.6499,-0.286581,205,2111.75,0.65,48.8,0.6875,1.3416,2.0,5.0,1.9686,0
11.016561,11.016561,11.016561,90.0,90.0,90.0,1.13353,0.487193,205,1337.02,0.49,6.3333,0.5385,0.5774,2.0,3.0,3.1072,0
12.963412,12.963412,12.963412,90.0,90.0,90.0,7.2682,-0.293292,205,2178.5,0.64,54.5556,0.2658,2.3452,3.0,9.0,0.7298,0
11.434679,11.434679,11.434679,90.0,90.0,90.0,0.783891,-0.229782,205,1495.11,0.4333,2.9412,0.3125,6.1057,3.0,17.0,5.6077,0
11.047295,12.286607,12.936029,90.0,90.0,90.0,4.35214,-1.1344,55,1755.86,1.23,35.8571,0.3913,6.9488,2.0,7.0,0.5868,0
11.373592,12.699437,13.495791,90.0,90.0,90.0,4.3768,-1.03986,55,1949.31,1.3,38.4286,0.3913,6.9488,2.0,7.0,0.7444,0
11.070676,11.871566,11.07199,62.19406,119.99739,117.81107,5.00572,-1.07573,148,1061.74,1.1383,48.2143,0.575,6.4893,4.0,28.0,0.1258,0
12.245598,12.245598,12.245598,127.53758,127.53758,77.37534,2.94278,-1.04957,142,1120.06,0.9067,19.6667,0.5938,5.2409,3.0,6.0,2.1242,0
11.459738,11.459738,11.459738,124.65654,124.65654,82.107698,1.82319,-0.0576748,142,979.045,1.08,16.5,0.4,9.1924,2.0,2.0,1.1831,0
12.504731,12.504731,12.504731,125.88373,125.88373,80.079314,2.93133,-0.311156,142,1239.1,0.57,21.3333,0.625,1.1547,2.0,3.0,2.1594,0
11.076251,11.076251,11.076251,131.10019,131.10019,71.653952,1.79861,0.418495,142,754.973,1.73,12.5,0.4,9.1924,2.0,2.0,2.7211,0
12.501815,12.501815,12.501815,131.6496,131.6496,70.783017,2.2124,-0.182179,142,1068.61,0.62,8.4,0.375,7.1204,2.0,5.0,0.1485,0
12.646881,12.646881,12.646881,130.91743,130.91743,71.944297,1.32531,-0.539271,142,1129.66,1.1533,4.2857,0.375,6.7436,3.0,7.0,3.0271,0
13.057551,13.057551,13.057551,124.97282,124.97282,81.58305,5.40435,-0.229095,142,1438.8,1.51,59.5,0.4,9.1924,2.0,2.0,0.4251,0
11.909505,11.909505,11.909505,124.68912,124.68912,82.053586,2.74727,-0.0327554,142,1098.16,1.08,25.5,0.4,9.1924,2.0,2.0,1.1362,0
12.195384,12.195384,12.195384,127.58959,127.58959,77.290826,3.89702,-1.04056,142,1104.96,0.9,24.3333,0.6129,5.2409,3.0,6.0,2.1538,0
11.078136,11.077943,9.8462445,89.995425,90.000697,120.0084,3.1432,-0.316542,147,1046.38,0.4333,31.1429,0.65,1.2536,3.0,7.0,2.1739,0
11.205788,11.205788,11.205788,90.0,90.0,90.0,2.32132,0.261432,200,1407.11,1.6,7.5238,0.4878,2.6186,2.0,21.0,0.3097,0
11.213854,11.213854,4.9637626,90.0,90.0,90.0,2.55746,-1.73504,126,624.196,1.54,10.0,0.625,1.1547,2.0,3.0,0.2976,0
11.216045,11.131132,11.201887,90.0,90.0,90.0,2.94358,-0.946227,56,1398.53,1.22,25.2727,0.6571,3.8305,3.0,11.0,1.3158,0
11.234959,11.484959,16.432248,90.0,90.0,89.999743,3.36193,-0.353832,33,2120.3,0.7,45.2,0.6875,1.3499,3.0,10.0,1.4697,0
11.412158,11.434749,13.101392,90.0,90.0,90.0,4.49427,-0.845365,57,1709.67,1.24,37.3846,0.6585,3.5027,3.0,13.0,1.0195,0
11.451746,11.472611,13.097339,90.0,90.0,90.0,4.12846,-0.822268,57,1720.75,1.22,34.9231,0.6585,3.5027,3.0,13.0,1.0186,0
11.885917,9.7270221,8.1307944,82.920384,54.304266,42.752161,4.12374,-0.997037,43,431.578,1.3,32.5714,0.4615,6.9488,2.0,7.0,0.4786,0
11.776527,9.552905,8.0973072,83.267122,53.667036,43.065842,4.55207,-0.940709,43,410.42,1.23,35.1429,0.4615,6.9488,2.0,7.0,0.6253,0
13.51091,10.208438,9.535505,86.29118,48.936989,44.771831,3.14624,-0.240894,43,456.848,0.8533,22.0,0.6,3.9405,3.0,9.0,0.8296,0
11.443701,9.3360191,7.7786335,83.393529,54.135465,42.471006,3.46573,-0.920737,43,370.613,1.24,24.8571,0.4615,6.9488,2.0,7.0,0.9167,0
13.101879,12.94218,9.2262712,70.182461,68.327488,41.496588,2.33771,-0.872556,43,958.341,1.22,20.8,0.68,3.3381,3.0,15.0,2.8184,0
11.493674,11.493674,11.493674,99.831813,99.831813,131.18457,7.58783,-1.13707,141,1040.58,1.1667,35.1429,0.4783,1.4639,3.0,7.0,2.8764,0
14.622134,14.622134,14.622134,143.71414,143.71414,52.254975,5.54487,-0.314828,141,1088.64,0.66,62.0,0.3846,2.8868,2.0,3.0,1.3503,0
11.494985,11.494985,6.4822818,90.0,90.0,90.0,1.79733,-0.627152,86,856.534,0.6467,14.0,0.6667,1.1547,3.0,4.0,3.8519,0
13.574544,13.574544,8.4610647,90.0,90.0,90.0,1.7449,0.194651,86,1559.11,0.5667,23.0,0.6667,1.1547,3.0,4.0,2.4869,0
11.738835,11.023291,6.546313,79.392592,67.368364,33.239044,5.74895,-0.393526,70,412.372,1.1733,23.5385,0.4583,6.4659,4.0,13.0,1.1383,0
12.401572,10.719119,8.7871516,78.264815,57.80818,43.927005,3.72346,-0.42219,70,652.642,0.6733,26.1667,0.3529,6.7651,3.0,6.0,0.0939,0
14.325251,11.854435,11.758863,74.695596,52.956083,52.348254,2.37239,-1.41529,70,1244.68,1.0533,15.7143,0.5625,5.113,3.0,7.0,3.53,0
11.785972,11.785972,4.2065142,90.0,90.0,90.0,1.77617,0.423689,102,584.323,0.46,13.0,0.6471,0.5774,2.0,3.0,1.6599,0
14.356403,14.356403,4.260476,90.0,90.0,90.0,6.40597,-0.406806,102,878.111,1.1933,46.8,0.2414,5.0114,3.0,15.0,0.6109,0
11.854476,11.854476,5.4244449,90.0,90.0,90.0,4.80709,-0.667759,135,762.29,1.3933,24.4,0.4444,6.9498,3.0,5.0,0.0579,0
11.885295,11.88536,11.885624,59.999261,59.99892,59.998302,3.94895,-0.358532,203,1187.18,1.1533,30.8,0.6442,5.4782,3.0,20.0,1.0891,0
12.09971,12.09971,12.09971,60.0,60.0,60.0,4.22809,-0.340164,203,1252.59,1.1533,34.4,0.6442,5.4782,3.0,20.0,0.9046,0
11.959882,11.959882,17.18294,90.0,90.0,90.0,4.1288,-1.07365,136,2457.83,0.5867,32.0952,0.3971,6.6379,4.0,21.0,0.9173,0
11.965618,11.965618,11.965618,131.96754,130.42086,71.51196,6.43715,-0.222173,74,948.99,0.44,54.0,0.2903,2.4398,3.0,7.0,1.3081,0
12.365199,12.365199,12.365199,118.39706,116.81974,94.199869,2.12367,-0.526821,74,1380.88,0.6467,20.4,0.7059,0.6325,3.0,10.0,1.6752,0
11.977378,11.977378,8.0704071,84.008132,84.008132,142.99625,4.75123,-0.728414,8,658.039,1.2467,59.5385,0.4255,5.8955,3.0,13.0,1.7202,0
14.872932,14.872932,9.3919228,78.218645,78.218645,61.319921,3.0708,-1.02132,8,1770.56,0.6467,20.2162,0.5747,1.5067,3.0,37.0,3.1127,0
11.980281,11.980281,5.9984622,90.0,90.0,115.38004,6.82221,-1.1361,37,777.848,1.1867,28.9565,0.5909,2.8333,3.0,23.0,2.3493,0
12.071996,12.071996,12.071996,133.25286,127.8886,72.581584,4.17546,-0.750351,72,988.418,0.8883,35.4667,0.6061,6.7238,4.0,15.0,1.6585,0
12.177147,12.177147,4.3492472,90.0,90.0,90.0,6.60607,-1.30954,127,644.919,1.4683,38.0,0.3462,5.3675,4.0,7.0,1.603,0
13.8509,13.8509,4.6998152,90.0,90.0,90.0,6.82383,-0.345151,127,901.647,0.3717,54.2857,0.3704,2.1931,4.0,7.0,1.6603,0
15.798373,15.798373,9.9571002,90.0,90.0,90.0,1.2847,-2.73726,127,2485.18,1.54,10.0,0.625,1.1547,2.0,3.0,5.8713,0
12.276481,12.276481,11.196929,90.0,90.0,90.0,4.24462,-2.00785,78,1687.51,1.6267,19.2,0.6154,6.261,3.0,5.0,2.9288,0
12.329951,12.329941,12.329951,119.87889,119.88279,90.206535,2.146,-0.540377,46,1327.84,0.6467,18.3636,0.7027,0.6467,3.0,11.0,2.2848,0
12.558936,12.558936,12.558936,119.3445,119.27506,91.199727,2.24219,-0.679956,46,1414.97,0.7067,20.0,0.7027,0.6467,3.0,11.0,1.8015,0
12.390211,12.390211,12.390211,117.58748,117.58748,94.231996,2.93694,-0.122762,122,1389.94,0.3133,29.7778,0.6538,0.8333,3.0,9.0,2.0813,0
16.114641,16.114641,16.114641,159.07057,159.07057,29.768076,3.81829,-1.73366,122,533.673,1.7667,18.2667,0.4737,6.3748,3.0,15.0,2.0328,0
12.400887,12.400887,12.400887,58.026842,58.026842,58.026842,4.00166,-1.14521,167,1287.45,1.0333,32.9,0.661,1.5183,3.0,20.0,1.8192,0
12.503889,12.503943,11.728122,65.465222,65.46525,100.12503,2.21238,-0.448728,9,1376.61,0.5483,15.7778,0.6364,6.7082,4.0,9.0,3.4128,0
12.64016,12.64016,12.64016,90.0,90.0,90.0,2.37134,-2.32662,224,2019.56,1.54,10.0,0.625,1.1547,2.0,3.0,1.9992,0
12.639643,12.639643,12.639643,127.12028,129.25903,76.330698,4.0371,-0.312344,73,1211.56,0.3733,27.0,0.6471,0.5164,3.0,6.0,1.4836,0
12.771749,6.6836068,6.6920959,75.757794,90.000044,89.999959,5.16748,-0.788854,7,553.689,1.29,40.6667,0.5,7.5056,2.0,3.0,0.4235,0
17.047075,3.9634585,17.963528,83.687802,87.552164,83.101703,5.48225,-0.400504,1,1197.09,0.3533,36.6087,0.629,0.7827,3.0,23.0,0.8554,0
13.416019,6.9250612,6.9242301,75.245071,73.478997,70.488468,4.2387,-0.759757,1,572.181,1.1533,39.0,0.6111,7.3485,3.0,4.0,1.5316,0
13.323933,6.629591,6.6269394,78.029093,69.629676,76.462066,4.00702,-0.760328,1,528.4,1.1533,34.5,0.6111,7.3485,3.0,4.0,1.3902,0
12.834679,6.6987068,6.7342939,75.507437,73.540479,70.066823,3.50393,-0.782656,1,514.357,1.1733,30.0,0.6111,7.3485,3.0,4.0,1.9513,0
12.924047,12.924047,12.924047,60.0,60.0,60.0,2.18176,-0.879909,219,1526.44,1.15,21.0909,0.6765,1.4013,2.0,11.0,3.1475,0
13.104675,13.104675,13.104675,60.0,60.0,60.0,1.53551,-1.16378,219,1591.34,1.26,16.1818,0.6765,1.4013,2.0,11.0,4.7647,0
13.403067,13.403067,7.12273,90.0,90.0,149.11304,4.14018,-1.8519,66,656.848,1.1267,30.0,0.5,6.8291,3.0,12.0,0.5088,0
13.411552,13.411552,13.411552,158.32691,158.32691,30.83888,4.13547,-1.85218,139,328.797,1.1267,30.0,0.5,6.8291,3.0,12.0,0.5051,0
13.712984,13.712984,9.6863075,90.0,90.0,120.0,4.16724,-1.23342,145,1577.44,1.58,37.2,0.4412,6.9426,3.0,5.0,2.0362,0
13.822405,13.822405,7.5175639,90.0,90.0,90.0,2.88584,-0.778536,84,1436.3,0.8967,25.4545,0.6176,6.3211,4.0,22.0,2.4052,0
14.203184,7.1708882,7.6463149,67.655411,90.0,90.0,4.46634,-1.54919,14,720.298,1.7467,23.5556,0.6304,4.899,3.0,9.0,3.1226,1
10.362344,5.9016148,9.0261312,89.631037,90.0,90.0,4.32227,-1.88383,14,551.978,1.3667,17.7778,0.5625,5.5101,4.0,9.0,2.6659,1
12.780625,7.6523087,7.9843874,88.273511,90.0,90.0,2.38791,-1.37983,14,780.529,1.3733,9.7143,0.625,7.0321,4.0,14.0,5.6549,1
15.706255,6.9595344,10.682243,89.338085,90.0,90.0,3.48007,-2.48123,14,1167.58,1.5133,27.0,0.625,7.0899,3.0,10.0,4.7066,1
11.753919,6.4844824,10.444813,71.085478,90.0,90.0,2.2047,-1.22274,14,753.098,0.968,7.5,0.625,7.2927,5.0,16.0,3.0573,1
14.245139,5.1088252,6.425772,69.697494,90.0,90.0,3.19836,-1.49549,14,438.589,1.3133,14.7692,0.7045,0.8321,3.0,13.0,2.8416,1
11.159871,7.1967338,7.5697394,74.924135,90.0,90.0,2.95745,-1.47356,14,587.036,1.3333,9.2308,0.56,7.2801,4.0,13.0,3.4153,1
11.938525,6.5016665,7.0546731,73.667216,90.0,90.0,3.76213,-1.52432,14,525.488,1.3883,16.75,0.5714,6.112,4.0,8.0,3.2728,1
10.558012,9.7237226,5.507073,89.995249,121.88904,90.001826,3.26411,-1.92362,14,480.043,1.5917,15.1429,0.625,7.3193,4.0,7.0,5.1602,1
15.544263,6.3063258,7.7848211,67.178294,90.0,90.0,3.29654,-1.43963,14,703.384,1.375,16.2,0.56,6.5828,4.0,10.0,3.4168,1
10.633779,7.5900348,11.043134,70.589572,90.00137,90.000318,2.8957,-3.26451,14,840.64,1.7467,12.1333,0.5833,6.3793,4.0,15.0,4.6744,1
15.59956,5.5980434,10.657184,79.970719,90.0,90.0,2.288,-2.14744,14,916.439,1.415,7.6,0.5312,7.642,4.0,10.0,3.9728,1
13.315763,5.0886349,5.3387444,64.930929,90.0,90.0,1.72288,-1.25576,14,327.671,1.035,7.0,0.6154,7.7974,4.0,6.0,4.81,1
11.973919,6.6968079,9.6059536,83.48165,90.0,90.0,3.2442,-1.87406,14,765.294,1.35,12.5714,0.6094,6.2476,4.0,14.0,3.3504,1
10.177253,6.0586858,11.959719,71.131362,90.0,90.0,0.724309,-0.356155,14,697.817,0.8267,3.2308,0.4375,7.0165,3.0,13.0,5.1101,1
11.218764,5.7444072,8.6821549,77.25089,90.0,90.0,3.90302,-1.51852,14,545.728,1.2733,18.0,0.5476,5.8737,4.0,8.0,3.268,1
15.801328,6.8671589,11.731424,88.912942,90.0,90.0,1.22781,-0.553299,14,1272.75,0.594,4.7692,0.5244,7.325,5.0,26.0,3.067,1
10.863382,8.0002453,8.9798033,73.504578,90.0,90.0,3.4818,-1.86778,14,748.312,1.4467,16.3636,0.6071,5.6052,4.0,11.0,3.5115,1
10.180313,9.6175866,5.3518342,89.999738,60.173015,90.001641,2.75377,-1.9111,14,454.585,1.5767,12.5714,0.625,7.3193,4.0,7.0,5.078,1
10.190752,7.7494308,8.4702883,85.583764,90.0,90.0,4.06238,-1.05906,14,666.934,1.2967,15.3333,0.6333,6.7487,4.0,12.0,3.5888,1
11.075987,7.6973183,8.7106444,73.092156,90.001008,89.998745,2.82267,-2.72318,14,710.528,1.4717,13.0909,0.6071,5.6052,4.0,11.0,5.0646,1
10.443456,5.5544163,12.411417,79.558003,90.0,90.0,3.28657,-2.20658,14,708.03,1.26,11.2414,0.5938,6.8249,5.0,29.0,5.4557,1
13.175005,4.5999913,7.6761661,73.423561,90.0,90.0,2.88882,-1.52729,14,445.879,1.3833,14.3333,0.5833,7.5277,4.0,6.0,4.3221,1
10.167397,6.4621221,6.5992283,65.334758,90.0,90.0,1.59254,-1.23143,14,394.029,1.415,6.0,0.5417,7.9418,4.0,8.0,4.9515,1
12.646391,4.2618234,6.9857586,79.268021,90.0,90.0,2.09976,-0.89877,14,369.924,0.8267,7.0,0.5417,7.9418,3.0,8.0,4.3572,1
11.433003,5.3491967,10.281402,81.128217,90.0,90.0,0.931225,-0.169113,14,621.261,0.7733,3.2,0.3333,6.3546,4.0,15.0,4.7605,1
10.251803,6.8943896,9.4136554,75.362225,90.0,90.0,1.64111,-0.99416,14,643.761,0.8773,5.125,0.5536,7.4285,6.0,16.0,5.0836,1
12.516225,7.2475426,7.2702794,59.93583,90.000187,89.998523,2.79683,-2.78015,14,570.775,1.54,10.0,0.625,1.1547,2.0,3.0,5.5454,1
11.643471,6.4581579,7.2354155,50.375021,90.0,90.0,3.10761,-2.57142,14,419.062,1.28,12.0,0.55,5.9281,4.0,8.0,2.9956,1
14.109032,3.9132994,6.1260577,89.69243,90.0,90.0,5.47791,-1.78861,14,338.232,1.7467,22.0,0.5,6.5017,3.0,11.0,2.3134,1
12.547274,7.9516169,10.829035,87.833844,90.0,90.0,1.40908,-0.656699,14,1079.65,0.672,8.7692,0.58,7.4944,5.0,13.0,4.974,1
10.273859,5.639426,12.00046,81.642555,90.0,90.0,1.30466,-0.601107,14,687.907,0.7017,4.0,0.5,7.2355,4.0,18.0,3.2082,1
11.299395,6.4656537,7.9944894,72.348728,90.0,90.0,3.37954,-1.23204,14,556.563,1.272,14.7059,0.5938,7.838,5.0,17.0,3.3069,1
