a,b,c,alpha,beta,gamma,density,enthalpy_formation_atom,spacegroup_relax,volume_cell,avg_en_dev,avg_mendeleev,p_fraction,group_std,num_unique_elements,num_constituent_atoms,egap,cluster
11.555607,11.671727,7.485749,94.724382,96.175869,104.85374,1.65621,-2.80585,2,963.859,1.54,10.0,0.625,1.1547,2.0,3.0,5.6946,1
10.079184,7.055242,8.4159779,64.042914,65.199294,79.0229,2.65353,-2.39002,2,488.453,1.242,11.2941,0.5581,5.0344,5.0,17.0,2.6768,1
11.372049,9.5490467,7.164115,108.26657,92.398389,105.82273,4.00141,-1.18042,2,703.838,1.43,23.625,0.3529,7.3394,4.0,16.0,1.7175,1
10.261009,13.956579,9.4845773,76.772695,56.94323,75.525809,1.06239,-0.199566,2,1095.1,0.3567,3.8163,0.3299,6.1594,4.0,49.0,3.9389,1
11.481517,8.3980306,6.0006713,70.552739,78.684749,68.757025,2.99222,-1.08564,2,506.633,1.6733,12.1667,0.4051,7.0398,3.0,18.0,1.9959,1
10.65299,5.7318109,12.945538,83.4059,89.969103,89.89208,2.91661,-1.97926,2,785.236,1.0283,12.1538,0.6951,4.4086,4.0,13.0,4.7142,1
10.493445,6.8140979,5.2501364,67.222222,81.485957,71.459667,4.20892,-1.91219,2,328.028,1.3867,15.8333,0.5,6.0453,4.0,12.0,3.2283,1
13.818721,7.9213415,7.8616006,86.717141,89.007355,82.187704,3.01953,-1.19075,2,851.127,1.7467,16.1818,0.5,6.5017,3.0,11.0,2.7228,1
11.762448,5.6872636,6.3783409,102.45773,93.396067,92.735424,3.33788,-1.25822,2,415.107,1.2717,12.4,0.6,7.6064,4.0,15.0,3.6908,1
10.287216,7.3039516,10.799753,70.295016,78.239025,80.895273,2.63556,-2.85525,2,744.373,1.405,10.8889,0.5938,5.5493,4.0,27.0,4.3091,1
10.051702,8.3846218,7.0490158,63.330184,77.877711,64.445135,2.76014,-2.32996,2,478.849,1.242,11.4706,0.5393,4.8877,5.0,17.0,2.2846,1
13.42708,7.6551665,7.641821,119.28995,101.07319,84.571968,3.23838,-2.01798,2,672.303,1.765,24.25,0.6667,7.285,4.0,8.0,3.0614,1
13.270657,6.1417618,6.4064559,89.140479,98.115179,104.05534,1.44597,-0.409521,2,501.354,0.594,4.4615,0.5,7.3781,5.0,13.0,5.6302,1
12.013197,10.328022,8.575278,80.052437,67.023938,82.383074,1.70647,-0.915141,2,962.334,0.6967,5.0,0.5568,7.537,4.0,26.0,5.1182,1
10.1251,9.4277905,7.6806352,78.948076,64.440543,73.434801,4.98846,-1.8448,2,631.968,1.66,22.7778,0.625,5.3688,3.0,18.0,3.2034,1
10.832708,7.4313503,6.8883094,87.181232,71.136201,79.978368,2.55911,-1.10814,2,516.716,1.394,8.0,0.5625,7.6835,5.0,24.0,2.5124,1
11.035608,5.2329884,4.6167326,89.818223,65.659125,88.201674,4.73278,-2.86786,2,242.78,1.48,14.7273,0.5714,5.1399,3.0,11.0,3.6232,1
11.059647,8.1081076,7.0015122,96.516367,108.46136,86.975543,3.63499,-1.38243,2,591.593,1.26,13.8182,0.4242,5.0847,3.0,11.0,1.515,1
11.096892,7.2049317,8.963123,82.49736,90.076792,89.984548,1.87037,-1.25319,2,710.487,1.3117,8.3333,0.6,7.2718,4.0,12.0,1.84,1
10.463582,10.587582,10.877336,59.715809,66.121754,76.279909,3.76232,-1.57088,2,950.69,1.2733,32.8276,0.5823,6.8713,4.0,29.0,1.177,1
11.757553,8.8241356,6.8749903,79.546077,76.483106,82.804452,4.62467,-1.31256,2,679.448,1.5583,22.4444,0.5625,7.7208,4.0,9.0,1.5277,1
10.04538,10.793302,6.7385952,103.47935,101.47108,89.351597,3.11353,-2.41117,2,695.829,1.7467,11.5385,0.5714,5.403,3.0,13.0,4.581,1
11.465231,8.0334134,8.0636705,90.031523,106.38493,95.273818,2.22932,-2.00266,2,709.252,1.302,9.0769,0.6071,7.1081,5.0,13.0,5.2398,1
14.500909,14.500936,3.3644744,90.0,90.0,120.00024,2.19385,-1.84293,174,612.686,1.5167,7.3333,0.5833,7.5277,4.0,6.0,4.4588,1
10.513344,10.513416,4.0732724,90.0,90.0,120.00411,7.82886,-2.19557,174,389.889,1.1,35.8095,0.6667,1.4491,3.0,21.0,4.0434,1
10.427067,10.427004,4.0289107,90.0,90.0,120.0034,7.65747,-2.23493,174,379.337,1.1,34.0952,0.6667,1.4491,3.0,21.0,4.206,1
10.043963,10.043971,4.01314,90.0,90.0,119.99998,3.71901,-0.788632,174,350.611,1.34,16.5714,0.25,4.7253,3.0,21.0,3.7101,1
11.283217,11.283217,11.372784,81.403065,81.403065,18.434849,5.14105,-2.02881,12,452.577,1.2867,21.7931,0.3256,6.2144,4.0,29.0,2.33,1
15.390855,15.390855,5.1989044,80.529332,80.529332,23.018315,3.44744,-2.19956,12,474.713,1.3017,9.5652,0.561,7.3975,4.0,23.0,2.9618,1
10.387347,10.387347,10.06607,77.39652,77.39652,117.5892,2.92779,-1.89761,12,873.068,1.3733,24.1379,0.5823,6.8713,4.0,29.0,1.2657,1
10.449041,10.449041,5.140373,81.757164,81.757164,72.651112,2.4064,-2.3713,12,527.156,1.4067,10.4444,0.6354,3.524,4.0,18.0,5.1897,1
13.05264,13.05264,13.059229,65.588464,65.588464,97.328921,5.1963,-2.04477,12,1721.31,1.41,37.0645,0.5444,6.7586,4.0,62.0,1.9665,1
11.643215,11.643215,7.7355355,80.666836,80.666836,71.98883,1.63388,-2.80562,12,977.035,1.54,10.0,0.625,1.1547,2.0,3.0,5.7008,1
10.61364,10.61364,7.2876041,85.182894,85.182894,42.375101,4.467,-1.59788,12,551.052,1.7467,19.4118,0.6364,4.9117,3.0,17.0,1.8466,1
10.949865,10.949865,8.1065089,81.593936,81.593936,124.14505,3.76897,-1.75275,12,764.229,1.4483,20.0,0.5,6.4864,4.0,39.0,3.7602,1
10.048738,9.4887898,9.4074528,64.252028,58.266129,57.480476,3.84354,-1.6378,12,628.737,1.6367,20.8667,0.7087,2.8252,4.0,30.0,2.5525,1
10.883435,10.883435,15.022326,75.805846,75.805846,32.120214,2.11588,-1.49295,12,914.774,1.3733,10.7407,0.623,6.9798,4.0,27.0,3.5402,1
10.325683,10.325683,6.378044,84.518994,84.518994,24.534838,6.73111,-1.74404,12,281.026,1.66,33.7143,0.6111,5.187,3.0,7.0,2.6891,1
10.375456,10.375174,7.8073273,90.0,90.0,120.00054,4.51081,-2.79503,173,727.836,1.2767,19.5455,0.5865,6.3845,4.0,22.0,4.5184,1
10.140604,10.140611,8.5179607,90.0,90.0,120.00004,2.55824,-2.78171,173,758.567,1.242,10.2857,0.5938,5.1763,5.0,28.0,4.5126,1
14.612485,14.612503,5.7227006,90.0,90.0,119.99982,3.7965,-1.32709,173,1058.23,1.3983,24.2727,0.6273,5.1598,4.0,22.0,1.8341,1
10.050425,10.05044,8.4514658,90.000002,89.999998,119.99992,2.55247,-2.76077,173,739.32,1.3033,10.0,0.5938,5.4903,4.0,7.0,4.3684,1
11.499694,11.499698,9.2000758,90.0,90.0,120.00183,3.21944,-1.56242,173,1053.63,1.3233,16.7143,0.4324,6.4807,4.0,7.0,2.7626,1
10.810979,10.810979,10.810979,60.0,60.0,60.0,0.893347,-2.68605,227,893.47,1.54,10.0,0.625,1.1547,2.0,3.0,6.1849,1
10.178766,10.178766,10.178766,60.0,60.0,60.0,2.61155,-1.86187,227,745.711,1.334,10.7692,0.5893,6.978,5.0,13.0,3.8894,1
10.105398,10.105398,10.105398,60.0,60.0,60.0,2.26423,-1.89127,227,729.702,1.374,9.3846,0.5893,6.978,5.0,13.0,3.7789,1
10.050623,10.050623,10.050623,60.0,60.0,60.0,2.4178,-1.8711,227,717.9,1.258,8.8966,0.5938,6.5753,5.0,29.0,3.7221,1
10.111827,10.111827,9.8957141,83.849192,83.849192,142.02581,2.21651,-2.2832,9,587.855,1.094,7.92,0.5769,6.5757,5.0,25.0,5.0345,1
10.092283,10.092283,10.094478,68.670863,68.670863,68.918408,2.48068,-2.53646,9,860.961,1.7467,11.7778,0.6,6.4183,3.0,9.0,4.3171,1
12.30168,12.30168,6.846115,87.371371,87.371371,111.31926,2.7347,-2.53344,9,961.94,1.6267,10.8889,0.625,4.6037,3.0,9.0,5.5316,1
10.059853,10.059853,7.605611,76.522784,76.522784,131.22464,5.71421,-1.15913,9,477.879,0.9733,23.2,0.6184,3.906,4.0,15.0,1.2517,1
12.017238,12.017281,10.302699,78.897425,78.897745,40.478511,2.12504,-1.37741,9,945.302,1.7467,12.5,0.6452,6.1237,3.0,6.0,3.7983,1
10.060347,4.755418,9.0988818,85.058502,90.0,90.0,3.35281,-0.881478,7,433.683,1.3867,26.8571,0.6333,8.4261,4.0,7.0,1.9406,1
10.127019,5.58715,6.1900738,73.006597,90.0,90.0,2.61642,-1.01618,7,334.95,1.2883,10.1667,0.6154,7.3855,4.0,12.0,4.2998,1
10.644206,10.644206,10.644206,90.0,90.0,90.0,2.45935,-2.10768,198,1205.98,1.5733,11.6842,0.625,6.078,4.0,19.0,5.3116,1
10.973415,10.973415,10.973415,90.0,90.0,90.0,4.71085,-1.58616,198,1321.37,1.155,21.4737,0.5,5.241,4.0,19.0,3.8357,1
10.063285,10.063285,10.063285,90.0,90.0,90.0,2.70468,-1.9686,198,1019.11,1.5217,10.8421,0.625,6.078,4.0,19.0,5.5629,1
10.723995,10.728417,10.148049,90.0,90.0,119.98838,5.55015,-1.56225,36,1011.24,1.2817,17.8571,0.5135,5.2894,4.0,14.0,1.6251,1
10.620369,10.620369,5.5101712,90.0,90.0,132.15022,4.51226,-1.13332,36,460.776,1.7,20.0,0.381,5.7071,3.0,7.0,1.5443,1
13.730894,13.730894,5.5283015,90.0,90.0,163.87329,6.03023,-1.73411,36,289.51,1.6733,20.5455,0.5,6.5017,3.0,11.0,2.2195,1
10.080938,10.080938,5.3911518,90.0,90.0,149.22006,4.05241,-1.96075,36,280.372,1.6267,13.8333,0.4516,6.396,3.0,12.0,0.2815,1
11.639281,11.639281,7.0734258,90.0,90.0,148.96453,4.21277,-1.10966,36,494.047,1.28,27.0,0.4429,4.9441,5.0,10.0,2.6599,1
10.088564,10.088564,10.088564,152.7808,148.98722,41.727779,6.8206,-1.51227,72,241.434,1.64,25.5,0.6111,7.3485,3.0,4.0,2.173,1
11.433492,11.433492,11.433492,158.74139,148.71624,38.134867,2.85789,-2.65992,72,281.02,2.13,10.0,0.5,9.8995,2.0,2.0,3.1272,1
10.090333,10.090333,10.294146,90.0,90.0,120.0,1.31905,-2.77846,194,907.678,1.54,10.0,0.625,1.1547,2.0,3.0,5.7126,1
10.099442,10.099442,5.3840531,90.0,90.0,90.0,2.13844,-1.43224,113,549.167,1.2933,8.4,0.6875,1.3499,3.0,10.0,2.9001,1
12.205193,12.205193,4.5342569,90.0,90.0,90.0,2.72354,-1.30871,113,675.453,1.7867,10.6667,0.5909,8.4063,4.0,6.0,4.0379,1
10.097753,10.097753,10.097753,99.599596,99.599596,131.79569,4.68574,-1.30919,122,700.683,1.32,17.2308,0.3902,5.206,4.0,13.0,1.3744,1
10.769846,10.769846,10.769846,142.33065,142.33065,54.331041,3.21815,-2.15804,122,463.339,1.2833,10.8,0.5,6.6142,4.0,20.0,3.2849,1
10.913205,10.913205,10.913205,143.09747,143.09747,53.179057,3.82927,-2.02174,122,465.705,1.4,12.7,0.5938,6.2332,4.0,20.0,3.1902,1
10.107915,10.107827,7.5475077,90.000185,89.999764,120.00002,2.53971,-2.41992,143,667.811,1.27,9.5556,0.5385,7.2338,4.0,27.0,3.6801,1
11.774251,11.774421,4.8279734,90.000921,90.000547,120.00039,4.91315,-1.89958,143,579.651,1.7,18.2857,0.6111,3.6944,3.0,14.0,3.0091,1
10.620657,10.62066,8.2143295,90.0,90.0,119.99973,4.66816,-1.92478,186,802.429,1.66,43.4545,0.6071,7.5015,3.0,11.0,3.5761,1
10.123462,10.123462,7.6950042,90.0,90.0,119.96626,3.78211,-2.62956,186,683.196,1.7,30.3636,0.6071,7.5015,3.0,11.0,4.3831,1
11.708588,11.708317,7.7183718,90.0,90.0,119.98815,4.43219,-2.58004,186,916.447,1.786,21.8333,0.5982,6.7325,5.0,24.0,4.7183,1
10.434843,10.434843,6.8455718,90.0,90.0,120.00032,5.25604,-2.06169,186,645.522,1.5233,22.1,0.633,4.7892,4.0,20.0,3.7089,1
10.11885,10.118733,7.7706912,90.000009,90.0,120.00038,2.7156,-0.979015,186,689.042,1.1733,23.4545,0.381,7.5015,3.0,11.0,1.7077,1
10.899341,10.899342,7.1031528,90.000698,90.001301,119.99943,4.69859,-3.17843,186,730.777,1.734,18.8333,0.5714,6.4958,5.0,24.0,4.3684,1
10.372837,9.9536556,4.8709491,119.22134,90.759668,112.22735,1.32377,-1.3213,1,393.915,1.3227,5.7143,0.5625,7.7232,6.0,14.0,3.4705,1
10.335629,9.1684818,8.977135,81.023497,74.617608,55.922424,1.7624,-2.80656,1,679.34,1.54,10.0,0.625,1.1547,2.0,3.0,5.5833,1
10.606451,5.5611639,6.6578236,90.020339,89.596416,89.894116,2.63499,-2.17899,1,392.696,1.324,11.3846,0.5893,6.9541,5.0,13.0,3.8686,1
10.122842,9.3984079,7.688744,78.647239,64.751502,73.20062,4.99542,-1.8448,1,631.088,1.66,22.7778,0.625,5.3688,3.0,18.0,3.1826,1
10.532401,10.532401,8.9798841,90.000001,89.999999,120.00035,3.93115,-3.06167,1,862.69,1.7,16.2857,0.5625,5.113,3.0,7.0,3.9452,1
10.765561,10.765561,5.0757027,90.0,90.0,90.0,2.98854,-1.88771,125,588.26,1.3683,13.0526,0.5,6.3352,4.0,19.0,3.0079,1
10.557558,10.557558,5.0465629,90.0,90.0,90.0,2.84472,-1.88072,125,562.5,1.36,12.1053,0.5,6.3352,4.0,19.0,2.9058,1
11.259897,11.259897,5.5895224,90.0,90.0,90.0,3.06635,-1.90864,125,708.669,1.4233,15.7895,0.5,6.3352,4.0,19.0,2.8086,1
10.122873,10.122873,5.2425893,90.0,90.0,90.0,3.57156,-1.61401,125,537.221,1.4517,14.2105,0.625,5.4198,4.0,19.0,2.6167,1
11.108611,11.108611,5.4244524,90.0,90.0,90.0,2.7862,-1.91371,125,669.384,1.4233,13.8947,0.5,6.3352,4.0,19.0,3.0231,1
10.135839,11.471491,13.500586,90.0,90.0,90.0,3.26858,-1.32686,61,1569.76,1.59,15.0,0.6042,7.8025,4.0,12.0,2.0842,1
10.186439,10.381607,11.865279,90.0,90.0,90.0,1.59198,-1.08725,61,1254.77,0.915,9.25,0.5938,7.7782,4.0,8.0,5.1392,1
11.780626,11.780626,4.8292017,90.000459,89.999541,120.00095,4.90669,-1.89982,150,580.415,1.7,18.2857,0.6111,3.6944,3.0,14.0,3.0024,1
11.505161,11.505161,4.8400168,90.000122,89.999878,120.00145,4.68666,-1.88531,150,554.826,1.66,17.0,0.6111,3.6944,3.0,14.0,3.0119,1
10.3155,10.3155,6.6541413,89.998044,90.001956,120.00294,2.68953,-1.67841,150,613.183,1.7467,15.4,0.64,6.7082,3.0,5.0,5.046,1
10.140799,10.140794,6.4700596,90.005056,89.99497,120.01087,2.06055,-1.68132,150,576.15,1.7467,11.8,0.64,6.7082,3.0,5.0,4.9256,1
10.203072,10.203072,8.6100127,90.0,90.0,90.0,1.781,-2.80777,120,896.325,1.54,10.0,0.625,1.1547,2.0,3.0,5.4475,1
12.270294,9.8390263,8.9281496,81.503379,52.47209,46.024532,2.19612,-2.05644,43,538.908,1.305,7.5,0.5833,7.1774,4.0,12.0,5.0622,1
10.500182,8.4349297,6.4733239,88.531745,53.422253,38.046002,3.74909,-1.19222,43,125.74,1.25,10.0,0.65,0.488,2.0,7.0,4.2704,1
13.390317,10.242054,9.8316316,83.654079,49.481694,46.864226,3.13477,-2.81311,43,597.545,1.3733,15.1765,0.6,4.8492,4.0,17.0,4.4897,1
10.243264,8.6873136,6.8017503,81.822932,57.085007,41.09206,1.43374,-0.593076,43,292.158,0.625,5.0769,0.5455,7.5184,4.0,13.0,6.2071,1
13.201016,9.970267,9.8413068,83.565929,48.634408,47.799663,2.18547,-2.34212,43,577.794,1.122,8.2609,0.5833,6.4935,5.0,23.0,4.5137,1
10.273605,10.273605,10.273605,85.050252,85.050252,85.050252,2.74682,-1.86442,161,1072.87,1.4333,14.2759,0.5,6.3979,4.0,29.0,3.0035,1
10.28896,10.28896,10.28896,148.1628,126.00626,64.060363,2.60811,-3.11045,44,459.867,1.486,10.4848,0.6648,6.5228,5.0,33.0,6.8731,1
10.292957,10.292957,10.292957,146.56667,106.50924,83.183064,4.40163,-3.70269,71,561.384,2.06,16.7692,0.625,7.1635,3.0,39.0,6.8136,1
11.480591,11.480591,4.5993845,78.444835,78.444835,16.948416,5.85372,-1.53835,71,173.057,1.3083,20.1538,0.6176,3.8213,4.0,13.0,1.1359,1
12.544426,12.544426,12.544426,144.88434,110.27344,80.532195,1.72854,-2.80908,71,1038.97,1.54,10.0,0.625,1.1547,2.0,3.0,5.6267,1
14.561756,14.561756,3.6165634,90.0,90.0,90.0,2.61993,-0.84272,136,766.873,1.36,13.1304,0.425,6.5605,3.0,23.0,0.7649,1
10.763004,10.763004,3.3019384,90.0,90.0,90.0,5.0573,-1.36957,136,382.504,1.7467,18.2667,0.2414,5.0114,3.0,15.0,1.4853,1
10.593861,10.593861,6.201455,90.0,90.0,90.0,4.09192,-1.87646,136,695.989,1.276,22.2941,0.4932,7.0996,5.0,17.0,1.6466,1
10.296665,10.296665,3.422045,90.0,90.0,90.0,4.96441,-1.46573,136,362.81,1.4217,17.7143,0.2727,6.7788,4.0,7.0,2.5859,1
10.324528,10.324528,6.7952808,90.0,90.0,120.0,1.70019,-0.471986,190,627.305,1.172,6.0,0.5312,6.9422,5.0,9.0,3.8381,1
10.326013,10.326013,7.2746974,90.0,90.0,90.0,2.87639,-3.54904,129,775.676,2.37,10.0,0.6667,2.0,2.0,4.0,7.3104,1
10.46726,10.46726,10.46726,158.19755,158.19755,31.025288,4.94258,-1.78766,139,158.089,1.66,19.4545,0.4138,6.4045,3.0,11.0,0.169,1
10.460663,10.460663,10.460663,155.6223,155.6223,34.7458,3.95211,-1.84883,139,194.795,2.1267,33.0,0.6667,9.2376,3.0,3.0,2.5258,1
11.386092,11.386092,11.386092,158.54151,158.54151,30.529734,6.20426,-2.15338,139,197.422,1.7,28.5455,0.5417,6.2972,3.0,11.0,0.9181,1
10.339892,10.339892,10.339892,157.8149,157.8149,31.576959,5.02619,-2.35827,139,157.504,1.66,18.0,0.4828,6.6652,3.0,12.0,0.2011,1
11.279097,11.279097,11.279097,159.67978,159.67978,28.891894,3.07524,-1.69035,139,172.952,1.64,11.8333,0.575,8.0397,3.0,12.0,4.2278,1
10.341744,10.341744,10.341744,83.660013,83.660013,83.660013,2.20256,-2.74793,148,1087.16,1.54,10.0,0.625,1.1547,2.0,3.0,5.646,1
12.170682,12.170682,12.170682,116.41413,116.41413,116.41413,3.46922,-1.15462,148,865.034,0.57,14.4444,0.5588,7.1259,5.0,9.0,4.1263,1
13.050362,13.050152,13.050453,110.4713,110.4733,110.47056,2.63193,-2.57123,148,1644.54,1.48,12.0,0.625,3.5626,3.0,13.0,5.6741,1
10.381549,10.381549,10.381549,99.167905,99.167905,132.94872,1.6729,-0.372036,109,750.912,1.3917,8.5455,0.625,4.4231,4.0,11.0,2.1169,1
10.397168,10.397943,7.7553725,90.00093,89.998801,120.00212,4.51722,-2.86746,147,726.083,1.34,20.9268,0.59,6.0127,4.0,41.0,3.1258,1
10.563742,10.563438,8.3531231,90.007371,90.000196,119.99801,3.43556,-1.51903,147,807.256,1.4117,16.2083,0.48,6.2064,4.0,24.0,3.039,1
10.576774,10.576753,6.6709712,90.000039,89.999789,120.00013,2.85099,-2.52543,147,646.286,1.586,10.0,0.6125,6.8599,5.0,18.0,4.6784,1
10.439943,10.439943,10.439943,83.510193,83.510193,83.510193,4.30231,-1.95063,167,1117.53,1.4467,43.8571,0.6429,7.5825,3.0,14.0,4.2034,1
10.483863,10.483863,10.483863,83.250677,83.250677,83.250677,3.8077,-1.95101,167,1130.08,1.4467,39.8571,0.625,7.5825,3.0,14.0,4.025,1
10.468341,10.468341,10.468341,109.47122,109.47122,109.47122,2.7115,-2.57031,206,883.104,1.54,10.0,0.625,1.1547,2.0,3.0,4.3006,1
11.946776,11.946776,11.946776,109.47122,109.47122,109.47122,1.62481,-0.971383,206,1312.59,1.055,5.3548,0.5833,7.2938,4.0,31.0,3.3974,1
10.477652,10.477652,4.0522767,90.0,90.0,157.35122,3.6992,-2.75458,38,171.309,2.1267,16.4,0.625,8.4327,3.0,10.0,5.5887,1
10.487802,10.487802,10.487802,90.0,90.0,90.0,2.63253,-0.649764,213,1153.6,1.48,11.2,0.5795,5.1289,3.0,20.0,4.0114,1
10.609163,10.609163,10.609163,90.0,90.0,90.0,3.317,-0.641198,213,1194.11,1.48,13.9,0.5795,5.1289,3.0,20.0,3.9389,1
10.76314,10.76314,10.76314,90.0,90.0,90.0,3.93478,-0.635427,213,1246.86,1.5,16.6,0.5795,5.1289,3.0,20.0,4.108,1
10.531228,10.531228,10.531228,99.898362,99.898362,131.01056,2.67362,-3.18815,87,802.026,2.1067,12.4,0.6458,7.5542,3.0,10.0,6.3665,1
10.885444,10.885444,10.885444,96.471471,96.471471,140.76725,6.38727,-2.9206,87,768.446,1.58,22.963,0.6667,1.5933,3.0,27.0,5.0061,1
10.542508,10.031242,8.6373894,68.295254,62.13416,49.570586,3.82596,-1.40089,70,611.664,1.3133,17.7778,0.5625,5.6001,4.0,9.0,2.4251,1
10.687503,8.3873812,7.6774985,83.28046,51.20505,45.514491,3.99423,-0.86323,70,311.968,1.7,15.4545,0.5,5.1469,3.0,11.0,0.196,1
12.939126,10.73739,7.9704736,86.181448,55.893489,37.925063,2.09986,-2.52888,70,380.111,1.54,10.0,0.625,1.1547,2.0,3.0,3.9364,1
10.560019,10.560019,6.3191547,90.0,90.0,120.00117,3.01299,-3.08264,189,610.259,1.57,12.7692,0.675,4.194,4.0,13.0,7.2482,1
14.28593,14.28593,4.3272568,90.0,90.0,120.00155,4.74662,-3.62008,189,764.81,2.06,25.7778,0.625,7.1714,3.0,36.0,5.9922,1
10.584784,10.584784,11.055525,89.995099,90.004901,132.14506,3.3035,-1.28227,64,918.384,1.3517,16.4615,0.4444,6.088,4.0,13.0,3.1577,1
10.588832,10.588832,11.394224,90.0,90.0,120.0,2.26939,-2.82244,181,1106.4,1.2783,8.8571,0.5938,5.4903,4.0,7.0,4.854,1
10.595851,10.595851,11.383976,90.0,90.0,120.0,2.26842,-2.82248,180,1106.87,1.2783,8.8571,0.5938,5.4903,4.0,7.0,4.852,1
10.638392,10.63864,7.6535221,89.99855,89.995566,119.99893,2.35288,-1.80393,144,750.168,1.2783,7.5,0.5625,7.421,4.0,8.0,5.2308,1
10.677024,10.678818,7.6257162,89.977639,90.012538,120.00544,2.92713,-1.00227,144,752.941,1.7467,13.6,0.625,6.6106,3.0,5.0,3.2248,1
10.715207,10.715207,10.715207,113.83849,113.83849,101.05087,6.5853,-2.87861,141,932.047,1.2183,25.0,0.5789,5.7038,4.0,16.0,2.6236,1
11.761946,11.761946,13.727757,90.0,90.0,90.0,4.33663,-2.86302,141,1899.14,1.2233,18.0,0.55,5.7038,4.0,16.0,2.4813,1
12.247675,12.247675,12.247675,135.7528,135.7528,64.362743,1.80958,-2.81199,141,882.172,1.54,10.0,0.625,1.1547,2.0,3.0,5.4834,1
10.725948,10.725948,6.4863228,90.0,90.0,90.0,2.56221,-1.24104,137,746.225,1.2,13.2,0.6667,1.4142,3.0,5.0,3.3073,1
13.417216,13.417216,4.7910854,90.0,90.0,90.0,4.66796,-1.59961,137,862.499,1.64,12.8,0.5312,7.642,3.0,10.0,1.6597,1
10.765827,10.765827,3.3031047,90.0,90.0,90.0,5.05286,-1.36958,102,382.84,1.7467,18.2667,0.2414,5.0114,3.0,15.0,1.4814,1
10.784325,10.784325,10.784325,42.507835,42.507835,42.507835,3.81632,-3.55587,166,518.515,1.9317,15.2222,0.6154,6.5619,4.0,18.0,5.4236,1
10.862125,10.861944,10.861934,115.19386,115.19704,115.19735,1.70008,-2.33514,166,704.241,1.54,10.0,0.625,1.1547,2.0,3.0,2.7528,1
11.08844,11.088444,11.08844,41.530817,41.530859,41.530817,4.22208,-3.55164,166,541.633,1.9317,17.2222,0.6154,6.5619,4.0,18.0,5.3234,1
10.788162,10.788162,10.788162,90.0,90.0,90.0,1.90713,-2.75452,223,1255.57,1.54,10.0,0.625,1.1547,2.0,3.0,5.6229,1
10.814056,10.814056,10.814056,96.417206,96.417206,140.93807,3.70712,-3.74497,79,751.069,2.02,13.7143,0.65,5.6188,3.0,7.0,6.9469,1
10.864775,10.864775,10.864775,97.14132,97.14132,138.70883,6.19761,-2.92863,108,791.962,1.58,22.963,0.6667,1.5933,3.0,27.0,5.1732,1
10.885442,10.885442,6.238985,90.0,90.0,119.16531,1.84391,-0.554815,68,645.548,1.456,6.7407,0.5417,7.1002,5.0,27.0,4.1744,1
11.1792,11.1792,6.3476833,90.0,90.0,120.28456,2.18722,-0.55274,68,685.038,1.456,8.0741,0.5417,7.1002,5.0,27.0,4.2776,1
11.334111,11.334111,9.1147236,89.998842,89.998842,119.99974,2.23795,-1.52019,159,1014.03,1.19,7.4222,0.5795,7.1624,5.0,45.0,5.112,1
14.280607,14.280559,8.7072567,90.000002,89.999996,120.00011,1.45119,-1.47193,159,1537.81,0.804,6.5385,0.5521,6.9069,5.0,26.0,4.7316,1
10.916248,10.916248,6.7068807,90.0,90.0,120.0,3.13278,-3.14564,159,692.146,1.752,12.4615,0.575,6.6165,5.0,26.0,4.7124,1
10.954841,10.954841,10.954841,96.478854,96.478854,140.74405,6.264,-2.90799,140,783.568,1.58,22.963,0.6667,1.5933,3.0,27.0,4.8074,1
10.985156,10.985156,10.985156,99.808611,99.808611,131.24535,1.75837,-2.81177,140,907.863,1.54,10.0,0.625,1.1547,2.0,3.0,5.4329,1
12.918227,12.918227,12.918227,126.31489,126.31489,79.371214,1.85402,-1.82421,142,1353.02,1.44,16.5455,0.6562,4.5707,3.0,11.0,5.4184,1
12.072914,12.072914,12.072914,109.68443,109.68443,109.04565,3.06036,-2.84535,142,1354.55,1.3733,14.4,0.6042,4.638,4.0,10.0,4.7682,1
12.024632,12.024632,12.024632,124.53787,124.53787,82.304887,1.87266,-1.45875,142,1133.85,1.59,12.6667,0.625,8.6603,2.0,3.0,6.5151,1
10.987685,10.987685,10.987685,127.56752,127.56752,77.326681,2.70535,-1.79553,142,808.553,1.35,7.8,0.5,7.5836,4.0,10.0,4.1604,1
11.007167,11.007167,11.007167,60.0,60.0,60.0,5.60729,-1.23605,216,943.0,1.0183,21.873,0.4583,5.2329,4.0,63.0,1.4084,1
11.089071,11.089071,9.32346,90.000029,89.999971,120.00043,2.64813,-2.3825,165,992.879,1.22,10.0,0.6389,0.8771,3.0,13.0,5.5174,1
12.026974,12.026971,9.9707531,89.999849,90.000157,120.00185,4.0886,-1.75,165,1249.0,1.7467,15.8667,0.6111,5.139,3.0,15.0,2.9395,1
12.290499,12.290499,10.046838,89.999847,90.000153,120.00255,4.58856,-1.73277,165,1314.28,1.7467,18.2667,0.6111,5.139,3.0,15.0,2.8022,1
11.13331,11.13331,6.5633585,85.188067,85.188067,142.54152,1.86057,-0.764581,8,477.597,1.056,5.8696,0.5625,7.0067,5.0,46.0,1.8766,1
12.751242,12.751242,4.2243292,80.441564,80.441564,146.60103,3.17432,-1.92666,8,308.567,1.58,25.6,0.625,8.4327,3.0,10.0,4.9793,1
12.893575,12.893575,7.5772404,85.656412,85.656412,15.479605,2.39583,-2.57112,8,335.217,2.13,10.0,0.5,9.8995,2.0,2.0,2.7381,1
